1434=29 30 29 30 29 30 30 29 30 30 29 29
1435=30 29 30 29 30 29 30 29 30 30 29 30
1436=30 29 30 29 29 30 29 30 29 30 30 29
1437=30 29 30 30 29 29 30 29 29 30 30 29
1438=30 30 29 30 30 29 29 30 29 29 30 29
1439=30 30 29 30 30 30 29 29 30 29 29 30
1440=29 30 29 30 30 30 29 30 30 29 29 29
1441=30 29 30 29 30 30 29 30 30 29 30 29
1442=29 30 29 30 29 30 29 30 30 30 29 30
1443=29 29 30 29 30 29 30 29 30 30 29 30
1444=29 30 30 29 29
