1368=29 30 29 30 30 30 29 29 30 29 30 29
1369=30 29 30 29 30 30 29 30 29 30 30 29
1370=30 29 29 30 29 30 29 30 29 30 30 30
1371=29 30 29 29 30 29 30 29 30 29 30 30
1372=30 29 29 30 29 30 29 29 30 29 30 30
1373=30 29 30 29 30 29 30 29 29 30 29 30
1374=30 29 30 30 29 30 29 30 29 29 30 29
1375=30 29 30 30 29 30 30 29 30 29 30 29
1376=29 30 29 30 29 30 30 30 29 30 29 30
1377=29 29 30 29 29 30 30 30 29 30 30 29
1378=30 29 29 29 30 29 30 30 29 30 30 30
1379=29 30 29 29 29 30 29 30 30 29 30 30
1380=29 30 29 30 29 30 29 30 29 30 29 30
1381=29 30 29 30 30 29 30 29 30 29 29 30
1382=29 30 29 30 30 29 30 30 29 30 29 29
1383=30 29 29 30 30 30 29 30 30 29 30 29
1384=29 30 29 29 30 30 29 30 30 30 29 30
1385=29 29 30 29 29 30 30 29 30 30 30 29
1386=30 29 29 30 29 29 30 30 29 30 30 29
1387=30 29 30 29 30 29 30 29 30 29 30 29
1388=30 30 29 30 29 30 29 30 29 30 29 29
1389=30 30 29 30 30 29 30 30 29 29 30 29
1390=29 30 29 30 30 30 29 30 29 30 29 30
1391=29 29 30 29 30 30 29 30 30 29 30 29
1392=30 29 29 30 29 30 29 30 30 29 30 30
1393=29 30 29 29 30 29 30 29 30 29 30 30
1394=30 29 30 29 29 30 29 30 29 30 29 30
1395=30 29 30 30 29 30 29 29 30 29 29 30
1396=30 29 30 30 29 30 30 29 29 30 29 29
1397=30 29 30 30 29 30 30 30 29 29 29 30
1398=29 30 29 30 30 29 30 30 29 30 29 29
1399=30 29 30 29 30 29 30 30 29 30 29 30
1400=30 29 30 29 29 30 29 30 29 30 29 30
1401=30 30 29 30 29 29 30 29 29 30 29 30
1402=30 30 30 29 30 29 29 30 29 29 30 29
1403=30 30 30 29 30 30 29 29 30 29 29 30
1404=29 30 30 29 30 30 29 30 29 30 29 29
1405=30 29 30 29 30 30 30 29 30 29 29 30
1406=30 29 29 30 29 30 30 29 30 29 30 30
1407=29 30 29 29 30 29 30 29 30 29 30 30
1408=30 29 30 29 30 29 29 30 29 29 30 30
1409=30 30 29 30 29 30 29 29 30 29 29 30
1410=30 30 29 30 30 29 30 29 29 30 29 29
1411=30 30 29 30 30 29 30 30 29 29 30 29
1412=30 29 30 29 30 29 30 30 30 29 29 30
1413=29 30 29 29 30 29 30 30 30 29 30 29
1414=30 29 30 29 29 30 29 30 30 29 30 30
1415=29 30 29 30 29 29 30 29 30 29 30 30
1416=30 29 30 29 30 29 29 30 29 30 29 30
1417=30 29 30 30 29 29 30 29 30 29 30 29
1418=30 29 30 30 29 30 29 30 29 30 29 30
1419=29 30 29 30 29 30 29 30 30 30 29 29
1420=29 30 29 29 30 29 30 30 30 30 29 30
1421=29 29 30 29 29 29 30 30 30 30 29 30
1422=30 29 29 30 29 29 29 30 30 30 29 30
1423=30 29 30 29 30 29 29 30 29 30 29 30
1424=30 29 30 30 29 30 29 29 30 29 30 29
1425=30 29 30 30 29 30 29 30 30 29 30 29
1426=29 30 29 30 29 30 30 29 30 30 29 30
1427=29 29 30 29 30 29 30 30 29 30 30 29
1428=30 29 29 30 29 29 30 30 30 29 30 30
1429=29 30 29 29 30 29 29 30 30 29 30 30
1430=29 30 30 29 29 30 29 30 29 30 29 30
1431=29 30 30 29 30 29 30 29 30 29 29 30
1432=29 30 30 30 29 30 29 30 29 30 29 29
1433=30 29 30 30 29 30 30 29 30 29 30 29
1434=29 30 29 30 29 30 30 29 30 30 29 29
1435=30 29 30 29 30 29 30 29 30 30 29 30
1436=29 30 29 30 29 30 29 30 29 30 29 30
1437=30 29 30 30 29 29 30 29 30 29 29 30
1438=30 29 30 30 30 29 29 30 29 29 30 29
1439=30 29 30 30 30 29 30 29 30 29 29 30
1440=29 30 29 30 30 30 29 30 29 30 29 29
1441=30 29 30 29 30 30 29 30 30 29 30 29
1442=29 30 29 30 29 30 29 30 30 29 30 29
1443=30 29 30 29 30 29 30 29 30 29 30 30
1444=29 30 29 30 30 29 29 30 29 30 29 30
1445=29 30 30 30 29 30 29 29 30 29 29 30
1446=29 30 30 30 29 30 30 29 29 30 29 29
1447=30 29 30 30 30 29 30 29 30 29 30 29
1448=29 30 29 30 30 29 30 30 29 30 29 30
1449=29 29 30 29 30 29 30 30 29 30 30 29
1450=30 29 30 29 29 30 29 30 29 30 30 29
1451=30 30 30 29 29 30 29 29 30 30 29 30
1452=30 29 30 30 29 29 30 29 29 30 29 30
1453=30 29 30 30 29 30 29 30 29 29 30 29
1454=30 29 30 30 29 30 30 29 30 29 30 29
1455=29 30 29 30 30 29 30 29 30 30 29 30
1456=29 29 30 29 30 29 30 29 30 30 30 29
1457=30 29 29 30 29 29 30 29 30 30 30 30
1458=29 30 29 29 30 29 29 30 29 30 30 30
1459=29 30 30 29 29 30 29 29 30 29 30 30
1460=29 30 30 29 30 29 30 29 29 30 29 30
1461=29 30 30 29 30 29 30 29 30 30 29 29
1462=30 29 30 29 30 30 29 30 29 30 30 29
1463=29 30 29 30 29 30 29 30 30 30 29 30
1464=29 30 29 29 30 29 29 30 30 30 29 30
1465=30 29 30 29 29 30 29 29 30 30 29 30
1466=30 30 29 30 29 29 29 30 29 30 30 29
1467=30 30 29 30 30 29 29 30 29 30 29 30
1468=29 30 29 30 30 29 30 29 30 29 30 29
1469=29 30 29 30 30 29 30 30 29 30 29 30
1470=29 29 30 29 30 30 29 30 30 29 30 29
1471=30 29 29 30 29 30 29 30 30 29 30 30
1472=29 30 29 29 30 29 30 29 30 30 29 30
1473=29 30 29 30 30 29 29 30 29 30 29 30
1474=29 30 30 29 30 30 29 29 30 29 30 29
1475=29 30 30 29 30 30 30 29 29 30 29 29
1476=30 29 30 29 30 30 30 29 30 29 30 29
1477=29 30 29 29 30 30 30 30 29 30 29 30
1478=29 29 30 29 30 29 30 30 29 30 30 29
1479=30 29 29 30 29 30 29 30 29 30 30 29
1480=30 29 30 29 30 29 30 29 30 29 30 29
1481=30 29 30 30 29 30 29 30 29 30 29 29
1482=30 29 30 30 30 30 29 30 29 29 30 29
1483=29 30 29 30 30 30 29 30 30 29 29 30
1484=29 29 30 29 30 30 30 29 30 29 30 29
1485=30 29 29 30 29 30 30 29 30 30 29 30
1486=29 30 29 29 30 29 30 29 30 30 29 30
1487=30 29 30 29 30 29 29 30 29 30 29 30
1488=30 29 30 30 29 30 29 29 30 29 30 29
1489=30 29 30 30 30 29 30 29 29 30 29 30
1490=29 30 29 30 30 29 30 30 29 29 30 29
1491=30 29 29 30 30 29 30 30 29 30 29 30
1492=29 30 29 29 30 30 29 30 29 30 30 29
1493=30 29 30 29 30 29 29 30 29 30 30 30
1494=29 30 29 30 29 30 29 29 29 30 30 30
1495=29 30 30 29 30 29 29 30 29 29 30 30
1496=29 30 30 30 29 30 29 29 30 29 29 30
1497=30 29 30 30 29 30 29 30 29 30 29 30
1498=29 30 29 30 29 30 30 29 30 29 30 29
1499=30 29 30 29 29 30 30 29 30 29 30 30
1500=29 30 29 30 29 29 30 29 30 29 30 30
